Date,Room_Counts,Guest_Count,No_DVC_Room_Count,No_DVC_Guest_Count
2015-10-30,28187,89060,23343,71281
2015-10-31,28297,89913,23444,71892
2015-11-01,27708,84502,22958,67128
2015-11-02,27207,80954,22563,64215
2015-11-03,26518,78146,21970,61855
2015-11-04,26643,79752,21969,62832
2015-11-05,27497,82329,22722,64911
2015-11-06,28289,84294,23426,66478
2015-11-07,28343,84074,23454,66268
2015-11-08,27961,83717,23165,66567
2015-11-09,27738,81340,23022,64808
2015-11-10,28050,82998,23276,66368
2015-11-11,27941,83864,23186,67259
2015-11-12,28042,85833,23215,68877
2015-11-13,28326,88391,23450,70904
2015-11-14,28362,88746,23479,71062
2015-11-15,27929,85531,23156,68550
2015-11-16,27384,82132,22735,65976
2015-11-17,27058,80480,22506,64787
2015-11-18,26595,80744,22076,65015
2015-11-19,27752,88484,23076,71649
2015-11-20,28106,93627,23329,75731
2015-11-21,28269,96499,23422,77702
2015-11-22,27157,92785,22367,73759
2015-11-23,26728,92345,21974,73222
2015-11-24,26541,92082,21739,72641
2015-11-25,26657,91904,21866,72532
2015-11-26,27382,93283,22569,73944
2015-11-27,27466,91756,22685,72784
2015-11-28,26478,85943,21722,67913
2015-11-29,23712,74356,19234,58101
2015-11-30,23647,71528,19334,56351
2015-12-01,24711,73328,20289,58012
2015-12-02,25827,76675,21280,60912
2015-12-03,27525,82993,22867,66582
2015-12-04,27691,85819,22931,68824
2015-12-05,28085,86825,23292,69805
2015-12-06,27665,84027,22960,67621
2015-12-07,27452,81886,22820,65923
2015-12-08,27452,81260,22864,65552
2015-12-09,27306,81166,22697,65430
2015-12-10,27360,82162,22701,66068
2015-12-11,27968,85534,23251,68729
2015-12-12,27656,83777,22921,66973
2015-12-13,24452,70810,19943,55059
2015-12-14,22518,64242,18172,49319
2015-12-15,24344,71660,20050,56954
2015-12-16,23974,73836,19684,58853
2015-12-17,24764,79702,20421,63869
2015-12-18,26326,87930,21782,70570
2015-12-19,27694,94625,22996,76188
2015-12-20,26994,93792,22346,75269
2015-12-21,26625,93331,21904,74479
2015-12-22,25112,88267,20422,69580
2015-12-23,23660,82541,19078,64442
2015-12-24,24376,84334,19858,66574
2015-12-25,26027,90015,21418,71794
2015-12-26,26786,92609,22148,74087
2015-12-27,27673,96119,22856,76646
2015-12-28,28243,98140,23371,78334
2015-12-29,28218,97946,23348,78114
2015-12-30,28098,96914,23228,77163
2015-12-31,28051,96264,23192,76595
2016-01-01,25445,86493,20815,67944
2016-01-02,22994,76595,18527,59311
2016-01-03,23699,76367,19334,59859
2016-01-04,23760,73668,19592,58209
2016-01-05,24326,73077,20194,57944
2016-01-06,25781,75854,21391,59896
2016-01-07,26939,78167,22407,61783
2016-01-08,27616,79647,22978,62997
2016-01-09,27388,78154,22780,61806
2016-01-10,25321,71769,20877,56320
2016-01-11,22446,63188,18407,49533
2016-01-12,21414,59891,17556,47000
2016-01-13,21919,62468,17949,49032
2016-01-14,24268,72483,20030,57830
2016-01-15,26484,81972,21954,65683
2016-01-16,27150,85283,22457,68123
2016-01-17,27297,83166,22646,66188
2016-01-18,24298,69986,19983,54999
2016-01-19,22741,63468,18647,49665
2016-01-20,22067,63934,17925,50105
2016-01-21,24202,71730,19912,57165
2016-01-22,25733,78177,21318,62827
2016-01-23,26711,80811,22148,65031
2016-01-24,26009,75316,21599,60375
2016-01-25,24968,70382,20620,56009
2016-01-26,24409,67473,20176,53599
2016-01-27,23739,67808,19477,53815
2016-01-28,26195,76600,21797,61937
2016-01-29,26684,81143,22174,65806
2016-01-30,27063,83156,22477,67439
2016-01-31,25583,77614,21375,63684
2016-02-01,23987,71705,20004,58728
2016-02-02,23072,66801,19126,54021
2016-02-03,23903,69037,19823,55686
2016-02-04,26750,79565,22470,65149
2016-02-05,27202,84644,22651,68775
2016-02-06,26927,86541,22356,70224
2016-02-07,26028,82396,21690,67099
2016-02-08,24827,75093,20550,60166
2016-02-09,23721,70563,19544,55939
2016-02-10,23908,73717,19705,58721
2016-02-11,25950,81505,21525,65156
2016-02-12,26449,86301,21915,69206
2016-02-13,27243,88761,22623,71274
2016-02-14,27469,88445,22864,70786
2016-02-15,25794,80819,21336,63856
2016-02-16,24045,74376,19800,58475
2016-02-17,24879,76076,20527,59854
2016-02-18,26700,81531,22224,64826
2016-02-19,26694,81140,22225,64654
2016-02-20,26728,79846,22285,63868
2016-02-21,25588,75054,21317,60192
2016-02-22,24539,71102,20530,57549
2016-02-23,24459,70103,20637,57280
2016-02-24,25011,73228,21046,59876
2016-02-25,26398,78647,22057,63825
2016-02-26,26458,80649,22088,65575
2016-02-27,26485,80419,22137,65573
2016-02-28,24814,73789,20667,60104
2016-02-29,23943,69932,19962,57098
2016-03-01,23900,68755,19978,56271
2016-03-02,24798,70946,20746,58006
2016-03-03,26004,75751,21703,61572
2016-03-04,26003,77176,21717,62807
2016-03-05,25810,77175,21469,62357
2016-03-06,23841,70250,19648,56303
2016-03-07,23372,67978,19282,54466
2016-03-08,22769,66131,18654,52536
2016-03-09,23663,68539,19496,54684
2016-03-10,25125,74983,20868,60809
2016-03-11,25215,79499,20874,64424
2016-03-12,26749,86252,22098,69583
2016-03-13,26909,86890,22211,69866
2016-03-14,27327,87568,22584,70339
2016-03-15,27352,87300,22613,69986
2016-03-16,27249,88199,22533,70950
2016-03-17,27378,88670,22666,71217
2016-03-18,27084,87551,22409,70110
2016-03-19,27480,89415,22748,71681
2016-03-20,26806,88541,22127,70655
2016-03-21,27654,91699,22861,73165
2016-03-22,27666,92546,22896,73973
2016-03-23,27694,94301,22891,75325
2016-03-24,27592,95622,22832,76567
2016-03-25,27505,95844,22777,76726
2016-03-26,26808,93981,22133,74981
2016-03-27,25649,90697,21004,71803
2016-03-28,26961,94593,22237,75482
2016-03-29,27578,95278,22828,76161
2016-03-30,27732,93581,22979,74647
2016-03-31,27299,91116,22650,72787
2016-04-01,25768,86225,21330,69139
2016-04-02,24932,82065,20764,66585
2016-04-03,26164,84968,21753,68514
2016-04-04,27499,87754,22917,70674
2016-04-05,27602,87985,22973,70641
2016-04-06,27658,88833,23013,71452
2016-04-07,27341,88748,22735,71526
2016-04-08,27047,86633,22520,70039
2016-04-09,27411,83991,22945,68020
2016-04-10,25245,74665,21064,60162
2016-04-11,25125,73577,21078,59741
2016-04-12,24267,71885,20334,58432
2016-04-13,24548,74104,20520,60076
2016-04-14,26713,81519,22369,66131
2016-04-15,27325,83781,22801,67463
2016-04-16,27589,84309,23026,67676
2016-04-17,26944,81101,22514,65095
2016-04-18,25870,77992,21627,62787
2016-04-19,25585,77065,21352,61841
2016-04-20,25933,79993,21604,64432
2016-04-21,27046,85050,22620,68966
2016-04-22,27276,87405,22811,71018
2016-04-23,27546,88304,23016,71692
2016-04-24,26744,85193,22379,69205
2016-04-25,26578,83202,22219,67420
2016-04-26,24176,73924,19844,58362
2016-04-27,24943,75338,20601,59778
2016-04-28,26696,82357,22270,66425
2016-04-29,26684,85263,22281,69311
2016-04-30,26816,84506,22521,69309
2016-05-01,26108,79369,21866,64834
2016-05-02,24507,71262,20374,57483
2016-05-03,24393,68624,20331,55309
2016-05-04,25251,71808,21098,58198
2016-05-05,25907,75786,21586,61415
2016-05-06,26547,79814,22198,64931
2016-05-07,26765,80545,22297,65042
2016-05-08,24700,72708,20515,58468
2016-05-09,24367,70784,20263,57163
2016-05-10,24738,70491,20686,57148
2016-05-11,25759,73087,21571,59228
2016-05-12,26270,75209,21974,60850
2016-05-13,26290,78308,21877,63115
2016-05-14,26135,78806,21725,63324
2016-05-15,24725,71889,20544,57677
2016-05-16,24749,71198,20646,57322
2016-05-17,24116,69877,20072,56210
2016-05-18,24551,71985,20455,58002
2016-05-19,25347,75579,21140,61039
2016-05-20,26634,81384,22234,65829
2016-05-21,27182,85076,22660,68702
2016-05-22,26153,82120,21686,65899
2016-05-23,26776,83423,22314,67161
2016-05-24,26369,82989,21982,66953
2016-05-25,26177,84277,21774,67969
2016-05-26,26613,87372,22101,70281
2016-05-27,27355,91475,22792,73745
2016-05-28,27663,93150,23021,74760
2016-05-29,27037,92143,22395,73671
2016-05-30,24259,82685,19876,65444
2016-05-31,24321,81606,20047,64897
2016-06-01,25940,85254,21578,68227
2016-06-02,26449,87133,22010,69831
2016-06-03,26597,88499,22093,70888
2016-06-04,27171,90265,22607,72288
2016-06-05,26239,88430,21713,70559
2016-06-06,27084,91414,22487,73134
2016-06-07,27048,91352,22461,73028
2016-06-08,27321,92327,22710,73904
2016-06-09,27182,91875,22605,73585
2016-06-10,26422,89262,21886,71400
2016-06-11,25076,84715,20719,67682
2016-06-12,25229,85743,20843,68355
2016-06-13,26066,88061,21668,70641
2016-06-14,26383,88382,21985,70908
2016-06-15,26605,88844,22145,71200
2016-06-16,26323,88159,21837,70398
2016-06-17,25301,85085,20905,67876
2016-06-18,24431,82433,20011,65175
2016-06-19,24464,83216,20058,65759
2016-06-20,25928,88100,21431,70181
2016-06-21,26259,89160,21724,71139
2016-06-22,26600,90211,22004,71862
2016-06-23,27117,91489,22474,72630
2016-06-24,26697,89502,22076,70988
2016-06-25,26553,88198,22051,70147
2016-06-26,25966,86495,21396,68150
2016-06-27,26648,89191,22098,70942
2016-06-28,26408,88518,21885,70340
2016-06-29,25613,87485,21108,69238
2016-06-30,24765,84555,20378,66874
2016-07-01,24768,84363,20259,66378
2016-07-02,25752,87859,21199,69882
2016-07-03,26059,89762,21404,71195
2016-07-04,24223,84469,19766,66522
2016-07-05,22933,80067,18754,63165
2016-07-06,23491,81910,19251,64820
2016-07-07,24052,82983,19891,66356
2016-07-08,24222,82879,20194,67010
2016-07-09,24430,83221,20232,66808
2016-07-10,23651,81231,19358,64089
2016-07-11,24869,85184,20521,67921
2016-07-12,25581,87300,21215,69897
2016-07-13,25993,88243,21508,70395
2016-07-14,25974,88036,21531,70432
2016-07-15,25590,87169,21205,69963
2016-07-16,25380,85832,21147,69312
2016-07-17,24833,84023,20568,67236
2016-07-18,25364,86166,21061,69032
2016-07-19,25916,87349,21577,70176
2016-07-20,25927,87834,21532,70451
2016-07-21,25602,87062,21236,69724
2016-07-22,25270,85873,20864,68516
2016-07-23,24912,84922,20414,67217
2016-07-24,23575,81336,19124,63542
2016-07-25,23946,82499,19461,64546
2016-07-26,25592,85558,21082,67475
2016-07-27,25651,85556,21090,67274
2016-07-28,25685,85241,21117,67068
2016-07-29,25541,84617,20967,66532
2016-07-30,23561,79636,19170,62309
2016-07-31,21077,72410,16869,55625
2016-08-01,22841,77920,18516,60576
2016-08-02,24929,82622,20508,64845
2016-08-03,25823,84807,21361,66834
2016-08-04,25806,84950,21296,66886
2016-08-05,23239,79940,18754,62097
2016-08-06,23461,79978,18862,61864
2016-08-07,22062,74676,17580,57085
2016-08-08,22792,76185,18307,58441
2016-08-09,23126,76737,18647,59038
2016-08-10,23428,77832,18918,60109
2016-08-11,24041,79419,19516,61648
2016-08-12,24352,81091,19758,62995
2016-08-13,24657,81601,20123,63817
2016-08-14,23416,77562,18930,59964
2016-08-15,24616,80032,20109,62301
2016-08-16,25387,82020,20708,63544
2016-08-17,25521,83118,20789,64406
2016-08-18,25925,84366,21211,65717
2016-08-19,26727,87309,21991,68693
2016-08-20,27127,88487,22374,69982
2016-08-21,25181,82774,20550,64586
2016-08-22,25433,83605,20758,65325
2016-08-23,26398,86836,21783,68797
2016-08-24,26544,87389,21926,69432
2016-08-25,26251,86488,21660,68822
2016-08-26,26108,86665,21632,69530
2016-08-27,25776,85066,21266,68203
2016-08-28,23110,76134,18962,60819
2016-08-29,22159,72065,18243,57738
2016-08-30,20876,66779,17186,53457
2016-08-31,20611,65526,17112,52938
2016-09-01,22108,70734,18344,57118
2016-09-02,26446,85075,21874,68291
2016-09-03,27712,89110,22892,71034
2016-09-04,27518,87624,22701,69876
2016-09-05,21906,66749,18131,53991
2016-09-06,22121,64825,18408,52677
2016-09-07,23002,66098,19300,54195
2016-09-08,24751,71335,20747,58318
2016-09-09,26500,78142,22158,63713
2016-09-10,26745,79650,22235,64478
2016-09-11,24850,72015,20607,58169
2016-09-12,25039,71585,20809,57845
2016-09-13,25574,72782,21285,58838
2016-09-14,25866,73586,21521,59523
2016-09-15,26529,76265,22046,61543
2016-09-16,27458,80515,22729,64404
2016-09-17,27793,82167,23007,65708
2016-09-18,26693,77587,22066,62072
2016-09-19,26098,75859,21578,60929
2016-09-20,25885,75416,21406,60712
2016-09-21,25792,76008,21260,61036
2016-09-22,26495,78864,21822,63019
2016-09-23,27363,82226,22583,65733
2016-09-24,27563,83195,22738,66469
2016-09-25,26077,76610,21376,60572
2016-09-26,26519,74730,21859,59018
2016-09-27,26234,73670,21620,58107
2016-09-28,26515,75015,21866,59304
2016-09-29,26960,78963,22217,62547
2016-09-30,27388,84483,22542,67334
2016-10-01,28090,87979,23172,70341
2016-10-02,27695,86739,22829,69368
2016-10-03,27016,83187,22249,66451
2016-10-04,26274,79566,21684,63778
2016-10-05,25076,76319,20727,61089
2016-10-06,22693,68429,18575,53661
2016-10-07,23093,70233,18843,54790
2016-10-08,24574,76614,20231,60417
2016-10-09,24846,78920,20559,62795
2016-10-10,25616,80607,21190,64281
2016-10-11,26356,81867,21850,65438
2016-10-12,26903,83071,22306,66348
2016-10-13,27445,85473,22787,68339
2016-10-14,27767,87408,23015,69844
2016-10-15,28067,84700,23245,67204
2016-10-16,27755,78482,22977,61499
2016-10-17,27541,75884,22825,59468
2016-10-18,27340,76209,22636,59852
2016-10-19,27343,78359,22627,61714
2016-10-20,27124,82893,22394,65977
2016-10-21,27883,86337,23113,69140
2016-10-22,27972,85673,23190,68605
2016-10-23,27142,79905,22433,63464
2016-10-24,26250,76167,21572,60072
2016-10-25,25960,74817,21319,58998
2016-10-26,25262,75332,20580,59191
2016-10-27,26976,81448,22203,64880
2016-10-28,27788,84917,22956,67867
2016-10-29,27687,84396,22860,67442
2016-10-30,25303,76929,20720,60960
2016-10-31,24142,72755,19669,57419
2016-11-01,23942,69634,19500,54707
2016-11-02,25222,71482,20755,56540
2016-11-03,26945,76623,22264,60559
2016-11-04,27780,80776,22932,63713
2016-11-05,28078,83473,23173,65923
2016-11-06,27680,83276,22835,65764
2016-11-07,27339,82594,22640,65571
2016-11-08,26850,81084,22220,64227
2016-11-09,27249,83063,22518,65600
2016-11-10,27835,86430,22989,68495
2016-11-11,27976,86445,23098,68380
2016-11-12,28038,84107,23187,66535
2016-11-13,25913,75864,21139,59240
2016-11-14,25319,72887,20614,56750
2016-11-15,25918,75184,21258,59288
2016-11-16,25211,75240,20576,59261
2016-11-17,26712,82672,21959,65920
2016-11-18,27704,91049,22914,73592
2016-11-19,28119,95458,23238,76848
2016-11-20,27467,93707,22631,74897
2016-11-21,27137,93786,22378,75016
2016-11-22,26771,92728,21974,73656
2016-11-23,27132,93642,22316,74500
2016-11-24,27525,94258,22702,75129
2016-11-25,27416,92709,22576,73715
2016-11-26,27037,89200,22264,71191
2016-11-27,25283,80911,20704,64398
2016-11-28,25547,80013,21019,64030
2016-11-29,25546,78910,21018,63187
2016-11-30,26273,80748,21746,65077
2016-12-01,27380,84778,22728,68350
2016-12-02,27599,86496,22847,69415
2016-12-03,27845,86917,23057,69758
2016-12-04,26984,82710,22313,66361
2016-12-05,26714,80495,22059,64383
2016-12-06,26461,79106,21823,63160
2016-12-07,26901,80760,22264,64798
2016-12-08,27170,81949,22477,65617
2016-12-09,27592,84320,22830,67572
2016-12-10,27895,86352,23139,69599
2016-12-11,25584,78215,21033,62511
2016-12-12,24557,74102,20122,59112
2016-12-13,24019,72239,19633,57557
2016-12-14,23815,72396,19495,57922
2016-12-15,24422,75899,20047,60731
2016-12-16,26173,84535,21579,67762
2016-12-17,27286,90625,22583,72775
2016-12-18,26260,89021,21585,71015
2016-12-19,25934,88376,21293,70476
2016-12-20,25249,86461,20636,68631
2016-12-21,24578,84566,19981,66734
2016-12-22,22480,77616,17918,59915
2016-12-23,21172,72862,16727,55762
2016-12-24,22151,76216,17847,59511
2016-12-25,23911,82768,19323,64884
2016-12-26,26205,90852,21417,71894
2016-12-27,27399,95248,22534,75749
2016-12-28,27806,96420,22918,76789
2016-12-29,27976,96555,23044,76743
2016-12-30,27919,95436,23009,75853
2016-12-31,28011,95244,23062,75488
2017-01-01,25064,85134,20288,66305
2017-01-02,25422,84877,20733,66658
2017-01-03,26705,86070,21968,67942
2017-01-04,27711,87244,22854,68832
2017-01-05,27668,85611,22809,67466
2017-01-06,27529,83750,22701,65967
2017-01-07,27347,81448,22560,64091
2017-01-08,25387,74255,20780,58002
2017-01-09,23131,66497,18763,51516
2017-01-10,22443,63877,18183,49427
2017-01-11,22647,65477,18298,50510
2017-01-12,24981,74711,20452,58760
2017-01-13,26994,83340,22232,66301
2017-01-14,27361,86061,22533,68559
2017-01-15,26303,83311,21546,66022
2017-01-16,21017,64517,16695,49574
2017-01-17,19851,58889,15742,45032
2017-01-18,20689,60680,16527,46809
2017-01-19,22578,67237,18190,52345
2017-01-20,23867,73480,19263,57554
2017-01-21,25448,77550,20793,61311
2017-01-22,24174,71386,19699,56297
2017-01-23,23741,68025,19319,53367
2017-01-24,24141,67595,19754,53217
2017-01-25,24131,68737,19706,54138
2017-01-26,25658,73951,21111,58784
2017-01-27,26199,77520,21496,61447
2017-01-28,25672,76431,20956,60336
2017-01-29,24973,70152,20549,55670
2017-01-30,23030,64048,18871,50692
2017-01-31,22450,61666,18556,49272
2017-02-01,22409,64614,18531,52099
2017-02-02,25169,74959,20992,61246
2017-02-03,26572,81109,22034,65740
2017-02-04,27151,82760,22508,67004
2017-02-05,26300,78073,21933,63617
2017-02-06,24079,70491,19803,56540
2017-02-07,23226,65465,18968,51792
2017-02-08,23524,67356,19144,53228
2017-02-09,26972,77892,22364,62696
2017-02-10,27207,84321,22488,68429
2017-02-11,27207,85334,22457,69251
2017-02-12,26088,80001,21640,65439
2017-02-13,23554,69363,19303,55802
2017-02-14,22604,65030,18386,51643
2017-02-15,24008,70767,19735,56623
2017-02-16,25870,79427,21291,63377
2017-02-17,26723,85873,21976,68439
2017-02-18,27560,90200,22686,71699
2017-02-19,27520,90421,22647,71494
2017-02-20,26580,84628,21894,66637
2017-02-21,26150,81770,21586,64517
2017-02-22,26154,81062,21535,63657
2017-02-23,27323,84521,22507,66333
2017-02-24,27431,84552,22580,66242
2017-02-25,27539,84845,22713,67006
2017-02-26,27170,84419,22370,66898
2017-02-27,26517,82613,21913,66190
2017-02-28,26088,80914,21570,65070
2017-03-01,27048,82498,22435,66381
2017-03-02,27263,83810,22575,67224
2017-03-03,27393,85298,22539,67559
2017-03-04,27434,84299,22590,67096
2017-03-05,26498,79842,21776,63831
2017-03-06,26694,77922,21934,61957
2017-03-07,26874,77119,22160,61391
2017-03-08,26734,77580,21998,61730
2017-03-09,26847,80543,22096,64418
2017-03-10,26388,83195,21697,66758
2017-03-11,27172,87561,22340,69976
2017-03-12,27170,86776,22312,68811
2017-03-13,27337,87039,22467,68868
2017-03-14,27430,88823,22553,70645
2017-03-15,27310,88618,22448,70521
2017-03-16,27095,88362,22302,70534
2017-03-17,26866,87383,22121,69885
2017-03-18,26946,86110,22213,68974
2017-03-19,25534,80796,20912,64419
2017-03-20,25880,81027,21284,64799
2017-03-21,26023,80557,21465,64464
2017-03-22,26055,81232,21492,65172
2017-03-23,26534,83745,21940,67441
2017-03-24,26666,84774,22036,68131
2017-03-25,27025,86467,22323,69386
2017-03-26,25819,81785,21206,65112
2017-03-27,26547,83343,21908,66593
2017-03-28,26513,83233,21902,66581
2017-03-29,26204,83696,21549,66879
2017-03-30,26157,84101,21494,67338
2017-03-31,25715,82858,21122,66295
2017-04-01,26583,85083,21925,68173
2017-04-02,26803,83857,22107,66750
2017-04-03,26962,84284,22226,67109
2017-04-04,27073,84347,22382,67351
2017-04-05,26448,84720,21808,67832
2017-04-06,26036,84483,21449,67764
2017-04-07,25492,83495,21001,66910
2017-04-08,26013,86286,21443,69001
2017-04-09,25994,88257,21299,69877
2017-04-10,26839,91966,22024,72847
2017-04-11,27070,93104,22205,73628
2017-04-12,27078,93570,22187,73827
2017-04-13,27102,94245,22206,74325
2017-04-14,26939,93235,22097,73671
2017-04-15,24191,83593,19614,65340
2017-04-16,21484,74635,17163,57560
2017-04-17,22459,76901,18183,60175
2017-04-18,22713,76381,18511,60145
2017-04-19,24770,80584,20457,64118
2017-04-20,26649,84502,21987,67144
2017-04-21,26862,83408,22113,66228
2017-04-22,26964,81039,22292,64806
2017-04-23,25748,76184,21347,61521
2017-04-24,24734,72131,20591,58873
2017-04-25,24433,71035,20322,58165
2017-04-26,25137,73435,20918,60164
2017-04-27,26572,79055,22141,64950
2017-04-28,27002,82258,22333,66820
2017-04-29,26999,82688,22209,66522
2017-04-30,25443,76304,21049,61816
2017-05-01,24699,73163,20374,58906
2017-05-02,22543,65372,18204,51172
2017-05-03,23084,68464,18652,53708
2017-05-04,26207,79425,21469,63275
2017-05-05,26398,82640,21546,65762
2017-05-06,26692,83345,21800,66289
2017-05-07,26007,79161,21316,63300
2017-05-08,23779,69500,19133,54195
2017-05-09,22710,65041,18159,50264
2017-05-10,23239,67843,18660,52764
2017-05-11,25351,77349,20623,61397
2017-05-12,26318,83128,21488,66231
2017-05-13,26337,83913,21507,66833
2017-05-14,24962,78506,20430,62890
2017-05-15,23584,70884,19153,56031
2017-05-16,23452,68512,19013,53795
2017-05-17,24213,70442,19794,55749
2017-05-18,25220,74293,20661,58911
2017-05-19,26123,79303,21344,62787
2017-05-20,26303,80613,21471,63632
2017-05-21,25242,75414,20584,59204
2017-05-22,25336,74721,20717,58819
2017-05-23,25140,74079,20590,58410
2017-05-24,24595,75843,20087,60029
2017-05-25,24945,79814,20295,62924
2017-05-26,26070,86248,21227,67960
2017-05-27,26357,88632,21442,69607
2017-05-28,26273,89384,21358,69992
2017-05-29,25154,84656,20487,66421
2017-05-30,25414,85146,20713,66779
2017-05-31,25379,84933,20709,66719
2017-06-01,25779,86190,21038,67657
2017-06-02,25737,86012,20964,67371
2017-06-03,25924,86295,21090,67239
2017-06-04,25692,86283,20880,67226
2017-06-05,25927,87628,21088,68412
2017-06-06,25897,87594,21073,68444
2017-06-07,25937,87816,21118,68634
2017-06-08,25878,87696,21050,68491
2017-06-09,24937,84359,20171,65524
2017-06-10,23963,80450,19412,62533
2017-06-11,24266,81419,19767,63773
2017-06-12,24969,84153,20414,66263
2017-06-13,25343,84536,20783,66700
2017-06-14,25248,84065,20651,66046
2017-06-15,25015,82951,20385,64873
2017-06-16,24429,81911,19796,64067
2017-06-17,23268,78552,18710,60721
2017-06-18,22609,77398,18068,59332
2017-06-19,23518,80271,18843,61773
2017-06-20,24869,82640,20157,63973
2017-06-21,25559,84491,20786,65572
2017-06-22,25958,86329,21128,67106
2017-06-23,26182,87295,21289,67729
2017-06-24,26220,87616,21415,68433
2017-06-25,23987,82662,19250,63495
2017-06-26,25003,86320,20250,67046
2017-06-27,25444,87582,20668,68202
2017-06-28,25533,87355,20748,67949
2017-06-29,25338,86493,20613,67272
2017-06-30,25519,86348,20850,67648
2017-07-01,26301,89599,21338,69792
2017-07-02,25780,88861,20803,68803
2017-07-03,25992,89637,20950,69393
2017-07-04,24935,86438,20175,67106
2017-07-05,23362,81005,18809,62555
2017-07-06,23237,80308,18778,62294
2017-07-07,23367,80362,18841,62472
2017-07-08,23366,79464,18884,61966
2017-07-09,23264,78927,18712,61064
2017-07-10,23904,81020,19426,63286
2017-07-11,24501,82701,19972,64705
2017-07-12,24722,83797,20013,65151
2017-07-13,25031,85029,20222,65820
2017-07-14,24579,84090,19873,65464
2017-07-15,24604,83690,20064,65874
2017-07-16,23898,81649,19424,63873
2017-07-17,24136,82151,19541,63889
2017-07-18,24040,82110,19433,63740
2017-07-19,23995,82261,19386,63937
2017-07-20,24423,82989,19769,64506
2017-07-21,24720,83426,20016,64848
2017-07-22,24628,82594,19920,64173
2017-07-23,23115,78676,18497,60373
2017-07-24,23966,80939,19285,62287
2017-07-25,25383,83731,20666,64920
2017-07-26,25481,84347,20725,65436
2017-07-27,25582,85019,20720,65697
2017-07-28,24083,82403,19164,62971
2017-07-29,23872,81609,18977,62348
2017-07-30,21764,75535,17072,56831
2017-07-31,22088,76124,17493,57705
2017-08-01,23250,79316,18536,60388
2017-08-02,24215,81689,19467,62536
2017-08-03,24524,82998,19701,63627
2017-08-04,24735,84314,19858,64758
2017-08-05,25093,85230,20130,65501
2017-08-06,23051,78933,18175,59545
2017-08-07,23413,79057,18596,59840
2017-08-08,23503,78246,18726,59254
2017-08-09,23750,78666,18981,59764
2017-08-10,24167,80282,19300,60929
2017-08-11,24923,83634,19957,64014
2017-08-12,25175,84058,20224,64604
2017-08-13,23784,79261,19007,60481
2017-08-14,24538,80928,19736,62147
2017-08-15,24944,82247,20150,63447
2017-08-16,24694,82416,19809,63196
2017-08-17,24545,82473,19644,63220
2017-08-18,24958,84010,20011,64559
2017-08-19,25014,83916,20045,64474
2017-08-20,23435,78811,18621,59991
2017-08-21,24267,80969,19425,62140
2017-08-22,24512,81393,19709,62706
2017-08-23,24921,82341,20099,63726
2017-08-24,24966,82692,20136,64074
2017-08-25,25623,84952,20689,66214
2017-08-26,25085,82684,20351,64852
2017-08-27,23194,76509,18740,59809
2017-08-28,22725,74353,18405,58284
